id_client;age;sexe;situation_familiale;statut_logement;revenu;flag_tel;flag_email;nb_credits_total;mt_credits_total;nb_credits_actuel;mt_credits_actuel;mt_echeances_actuel;duree_remboursement_actuel;mt_premier_credit;anc_premier_credit;canal_premier_credit;mt_dernier_credit;anc_dernier_credit;canal_dernier_credit
ID_182372202426;41;F;Marié;Propriétaire;1468.00;1;0;2;5198;2;5553;60.67;5;2398.00;391;Partenaire;2800.00;98;Agence
ID_182476155319;39;F;Célibataire;;;1;0;3;6000;1;4057;99.87;5;666.67;4023;Partenaire;1333.33;26;Mailing
ID_182482317661;59;M;Marié;Propriétaire;2200.00;1;0;1;2133;0;0;0.00;;2132.67;17;Partenaire;2132.67;17;Partenaire
ID_182485788616;37;M;Marié;Propriétaire;2266.67;1;0;2;3333;0;0;0.00;2;1333.33;398;Partenaire;2000.00;19;Partenaire
ID_182494799434;45;M;Marié;Propriétaire;2133.33;1;0;1;2133;1;2368;0.00;3;2133.33;95;Partenaire;2133.33;95;Partenaire
ID_182641982073;49;F;Célibataire;;;1;0;4;4800;1;1065;90.07;0;1066.67;7328;Partenaire;1333.33;24;Mailing
ID_182665844372;28;F;Célibataire;;560.00;1;0;1;800;1;605;40.00;1;800.00;391;Partenaire;800.00;391;Partenaire
ID_182845260454;22;F;Célibataire;Locataire;1364.00;1;0;2;2667;1;1373;1420.51;6;1333.33;577;Partenaire;1333.33;52;Partenaire
ID_182862132018;35;M;Célibataire;Locataire;2200.00;1;0;4;5600;2;1881;2486.42;3;266.67;4949;Partenaire;1333.33;55;Mailing
ID_182863781512;40;F;Divorcé;Locataire;1619.87;0;1;1;800;0;0;0.00;;800.00;27;Agence;800.00;27;Agence
ID_182960973792;41;F;Union libre;Locataire;1853.33;0;0;1;667;1;729;0.00;5;666.67;67;Partenaire;666.67;67;Partenaire
ID_183012039262;39;M;Célibataire;;;1;0;3;4667;2;4111;402.19;3;666.67;364;Agence;1333.33;60;Mailing
ID_183025347272;45;F;Célibataire;Locataire;1333.33;1;0;3;4000;2;3279;267.87;2;666.67;445;Partenaire;1333.33;119;Mailing
ID_183044474941;37;M;Célibataire;Locataire;3972.27;0;0;2;6400;1;5623;284.44;6;1066.53;577;Partenaire;5333.33;136;Mailing
ID_183289989739;40;M;Célibataire;;2266.67;0;1;1;5333;0;0;0.00;;5333.33;18;Agence;5333.33;18;Agence
ID_183339522101;29;M;Célibataire;;;1;0;3;2578;2;2281;33.33;5;444.94;;Partenaire;1333.33;63;Mailing
ID_183369140453;34;F;Célibataire;Locataire;1365.07;1;0;1;2933;1;3221;0.00;5;2933.33;76;Partenaire;2933.33;76;Partenaire
ID_183496127863;22;M;Célibataire;;1000.00;1;0;1;786;1;348;76.00;0;786.40;444;Partenaire;786.40;444;Partenaire
ID_183514433253;35;M;Marié;Propriétaire;1866.67;1;0;4;7840;1;5468;414.92;1;293.05;;Partenaire;5333.33;138;Partenaire
ID_183576677922;45;M;Marié;Locataire;2400.00;1;1;1;6000;1;6165;162.06;4;6000.00;258;Agence;6000.00;258;Agence
ID_183712988768;41;M;Célibataire;;1266.67;1;0;1;5333;1;5611;0.00;;5333.33;104;Partenaire;5333.33;104;Partenaire
ID_183713055917;27;M;Célibataire;;1373.33;1;0;3;2533;3;1977;89.33;1;1333.33;593;Partenaire;533.33;259;Partenaire
ID_183759969748;35;M;Célibataire;Locataire;1466.67;0;0;3;3506;3;3532;59.47;5;533.33;474;Partenaire;2172.93;68;Partenaire
ID_183828017696;42;F;Union libre;Propriétaire;2066.67;1;0;5;3200;1;328;66.67;0;533.33;6844;Partenaire;666.67;300;Partenaire
ID_183934389877;44;F;Marié;Propriétaire;1973.33;1;0;1;933;1;1015;30.45;3;933.33;116;Partenaire;933.33;116;Partenaire
ID_183947791670;32;F;Célibataire;Locataire;1533.33;1;0;4;5933;2;4829;103.47;5;733.33;2832;Partenaire;666.67;103;Agence
ID_184007658036;20;F;Célibataire;Locataire;1400.00;1;0;1;933;1;704;40.00;1;933.33;430;Partenaire;933.33;430;Partenaire
ID_184013563865;41;M;Célibataire;Locataire;866.67;1;0;2;10667;1;5373;5773.33;5;5333.33;234;Partenaire;5333.33;48;Partenaire
ID_184047820610;24;F;Célibataire;;1520.00;0;0;1;5333;1;5201;133.73;5;5333.33;496;Partenaire;5333.33;496;Partenaire
ID_184082352317;45;M;Célibataire;;;1;0;5;5980;3;4697;152.81;1;979.73;576;Partenaire;1333.33;59;Mailing
ID_184147013572;40;F;Célibataire;;;0;0;2;2667;2;2688;72.27;1;1333.33;221;Partenaire;1333.33;56;Mailing
ID_184162798967;58;M;Célibataire;;;1;0;4;5800;2;1186;77.33;2;2733.33;2904;Partenaire;1333.33;14;Mailing
ID_184164877751;41;M;Union libre;Locataire;1164.80;1;1;2;2400;1;1107;1373.33;2;1333.33;222;Partenaire;1066.67;137;Partenaire
ID_184178011724;29;F;Célibataire;;;1;0;2;5333;2;5245;128.21;5;4000.00;455;Partenaire;1333.33;172;Mailing
ID_184293375169;58;M;Célibataire;;;1;0;5;9200;2;3783;339.88;4;2133.33;3945;Partenaire;1333.33;63;Mailing
ID_184328563904;55;M;Marié;Locataire;2266.67;1;0;1;3333;1;3377;0.00;5;3333.33;68;Agence;3333.33;68;Agence
ID_184343107422;53;F;Célibataire;;;1;0;4;8667;2;4079;5166.32;5;666.67;478;Partenaire;1333.33;52;Mailing
ID_184355913197;31;F;Célibataire;Locataire;1666.67;0;0;4;4133;2;3332;84.00;2;266.67;3926;Partenaire;1333.33;60;Partenaire
ID_184375738290;21;F;Célibataire;Locataire;546.67;1;0;1;5333;1;5148;238.53;;5333.33;159;Partenaire;5333.33;159;Partenaire
ID_184392160129;26;F;Célibataire;;1133.33;1;0;3;4400;2;2540;143.87;;1066.67;411;Partenaire;1333.47;7;Partenaire
ID_184553859690;28;M;Célibataire;Locataire;1600.00;0;0;2;6000;1;4040;2040.00;1;2000.00;377;Partenaire;4000.00;46;Partenaire
ID_184567667354;29;F;Marié;Propriétaire;1066.67;0;0;1;5333;1;5735;174.40;3;5333.33;152;Partenaire;5333.33;152;Partenaire
ID_184648504252;34;F;Union libre;Locataire;2000.00;1;1;2;3333;2;3485;157.33;2;2000.00;161;Partenaire;1333.33;48;Mailing
ID_184653517335;40;F;Célibataire;;;0;0;1;667;1;441;26.27;1;666.67;579;Partenaire;666.67;579;Partenaire
ID_184660194890;39;F;Divorcé;Locataire;1173.33;1;0;2;2267;1;429;96.53;0;1333.33;3451;Partenaire;933.33;283;Partenaire
ID_184663394186;55;F;Célibataire;Locataire;1800.00;1;0;2;2213;1;799;48.00;;880.00;173;Partenaire;1333.33;25;Mailing
ID_184705656586;23;F;Célibataire;Locataire;1600.00;1;0;1;5267;1;5819;154.13;4;5266.67;131;Partenaire;5266.67;131;Partenaire
ID_184847047946;42;M;Célibataire;Locataire;2066.67;1;0;1;5333;1;5133;166.93;3;5333.33;325;Agence;5333.33;325;Agence
ID_184881576624;52;F;Union libre;Locataire;2066.67;1;0;2;2186;2;2246;150.53;0;1599.73;126;Partenaire;586.53;80;Partenaire
ID_184901901786;44;F;Célibataire;;;1;0;11;8667;5;3917;93.73;2;400.00;6649;Partenaire;1333.33;21;Mailing
ID_184978506193;23;F;Célibataire;Locataire;1414.93;0;0;1;667;1;609;67.47;0;666.67;459;Partenaire;666.67;459;Partenaire
ID_185133925955;59;M;Célibataire;;;1;0;3;10667;1;5016;4449.25;5;4000.00;404;Agence;1333.33;21;Mailing
ID_185165346961;35;M;Célibataire;Locataire;2279.47;1;1;1;5333;1;5682;205.07;2;5333.33;158;Agence;5333.33;158;Agence
ID_185246633902;36;F;Union libre;Propriétaire;2538.27;1;1;1;5333;1;5920;0.00;6;5333.33;104;Partenaire;5333.33;104;Partenaire
ID_185248714948;37;M;Célibataire;Locataire;2200.00;0;1;1;653;1;579;36.13;1;653.33;264;Partenaire;653.33;264;Partenaire
ID_185262050460;25;M;Célibataire;Locataire;1133.33;1;1;1;3600;1;3300;150.00;;3600.00;143;Partenaire;3600.00;143;Partenaire
ID_185277192429;43;M;Marié;Locataire;1733.33;1;0;4;6627;2;4487;1382.39;2;933.33;513;Partenaire;1600.00;45;Partenaire
ID_185337950695;41;F;Célibataire;;;1;0;3;6651;2;3880;66.67;5;2666.67;7342;Partenaire;2000.00;55;Mailing
ID_185464999039;29;M;Célibataire;Locataire;2333.33;1;0;3;3000;2;2610;119.01;0;600.00;460;Partenaire;666.67;111;Agence
ID_185544178708;56;M;Divorcé;Locataire;1404.80;1;0;4;7517;1;4289;3427.33;5;266.67;1242;Partenaire;4000.00;222;Agence
ID_185546270345;47;M;Marié;Propriétaire;1333.33;0;0;1;3067;1;3354;75.60;5;3066.67;118;Agence;3066.67;118;Agence
ID_185704480094;42;F;Célibataire;Locataire;1106.67;0;0;1;5333;1;5760;0.00;5;5333.33;33;Partenaire;5333.33;33;Partenaire
ID_185719731097;52;F;Célibataire;;;0;1;3;6133;3;6026;333.07;1;1466.67;187;Partenaire;1333.33;48;Mailing
ID_185798021131;28;M;Célibataire;Locataire;1813.33;1;1;1;2133;1;2388;0.00;3;2133.33;125;Agence;2133.33;125;Agence
ID_185879297099;53;M;Célibataire;Propriétaire;1466.67;1;0;1;533;1;275;53.07;0;533.33;392;Partenaire;533.33;392;Partenaire
ID_185881203540;29;M;Célibataire;Locataire;1314.00;1;0;2;3333;1;2849;359.75;4;666.67;424;Partenaire;2666.67;138;Mailing
ID_185896663977;52;M;Célibataire;;;1;0;4;5067;3;3947;85.34;3;1066.67;6702;Partenaire;1333.33;49;Mailing
ID_185965286345;57;F;Célibataire;Locataire;1933.33;1;1;1;2667;1;2730;266.67;0;2666.67;123;Agence;2666.67;123;Agence
ID_185998604054;47;F;Célibataire;Locataire;1986.67;1;0;2;6000;2;3700;144.80;3;2666.67;497;Partenaire;3333.33;91;Partenaire
ID_186208436607;43;M;Célibataire;Propriétaire;2826.67;1;1;1;5333;0;0;0.00;;5333.33;12;Agence;5333.33;12;Agence
ID_186273071658;42;M;Marié;Propriétaire;2266.67;1;0;6;7792;1;4332;183.33;5;266.67;5830;Partenaire;4000.00;194;Agence
ID_186275756472;35;M;Célibataire;Locataire;1360.00;0;1;1;5333;1;5709;284.53;1;5333.33;132;Agence;5333.33;132;Agence
ID_186351916524;54;F;Divorcé;Locataire;2266.67;1;0;1;1346;1;609;69.60;0;1346.27;497;Partenaire;1346.27;497;Partenaire
ID_186543539960;43;M;Célibataire;;;1;0;3;8000;1;1985;138.13;1;1333.33;5516;Partenaire;3333.33;20;Mailing
ID_186585347637;27;F;Célibataire;;;1;0;3;4667;2;3200;64.13;5;1333.33;3283;Partenaire;1333.33;56;Mailing
ID_186589129220;25;M;Célibataire;Locataire;2133.33;1;0;2;2286;2;1887;68.67;2;992.53;413;Partenaire;1293.07;66;Partenaire
ID_186601159183;48;M;Célibataire;Locataire;1600.00;1;0;4;5333;2;2852;74.57;5;533.33;6961;Partenaire;1333.33;42;Agence
ID_186734736602;45;F;Marié;Locataire;1266.67;1;0;2;2267;0;0;0.00;2;1733.33;242;Partenaire;533.33;21;Partenaire
ID_186750442790;56;M;Marié;Locataire;1200.00;1;0;5;3197;2;487;148.40;0;666.67;3927;Partenaire;463.73;268;Partenaire
ID_186833262674;37;F;Célibataire;Locataire;1466.67;1;1;1;2267;1;2286;53.20;4;2266.67;137;Partenaire;2266.67;137;Partenaire
ID_186833684004;40;M;Célibataire;;;1;0;5;6333;2;3015;105.81;5;800.00;7171;Partenaire;1333.33;12;Mailing
ID_186878150508;34;M;Célibataire;Locataire;1893.33;1;0;2;2667;0;0;0.00;0;1333.33;332;Partenaire;1333.33;21;Partenaire
ID_186881455467;41;M;Divorcé;Locataire;2400.00;0;1;1;3333;0;0;0.00;;3333.33;13;Agence;3333.33;13;Agence
ID_187082900281;39;M;Marié;Propriétaire;2666.67;1;0;2;10667;1;5373;5373.33;4;5333.33;276;Partenaire;5333.33;60;Partenaire
ID_187196844356;48;F;Célibataire;Locataire;1533.33;1;0;1;5333;1;5492;127.47;5;5333.33;333;Agence;5333.33;333;Agence
ID_187425118613;27;F;Célibataire;;933.33;1;0;6;6933;3;4417;87.07;6;400.00;2819;Partenaire;1333.33;42;Mailing
ID_187446727818;58;F;Célibataire;;;1;0;4;7865;3;6300;171.07;3;1197.87;2107;Partenaire;1333.33;55;Mailing
ID_187456844946;36;M;Célibataire;;;1;0;3;3093;2;1951;72.17;1;933.33;438;Partenaire;1333.33;55;Mailing
ID_187463712951;44;F;Marié;Locataire;1066.67;1;0;1;2667;1;2811;0.00;;2666.67;103;Partenaire;2666.67;103;Partenaire
ID_187651092985;33;F;Divorcé;Locataire;1442.67;1;0;1;987;1;247;88.93;;986.67;391;Partenaire;986.67;391;Partenaire
ID_187845478002;56;F;Célibataire;;;1;0;4;4400;2;2348;43.60;5;666.67;5221;Partenaire;1333.33;54;Mailing
ID_187956055039;43;M;Marié;Locataire;2266.67;1;0;2;2267;1;665;31.73;2;1466.67;7082;Partenaire;800.00;411;Partenaire
ID_187961169996;33;F;Marié;;;0;0;3;4800;1;2463;0.00;4;533.33;4267;Partenaire;2000.00;12;Mailing
ID_187996351816;48;F;Célibataire;;;1;0;5;4600;2;2378;32.80;5;466.67;;Partenaire;1333.33;39;Mailing
ID_188003448052;28;M;Célibataire;Locataire;1563.33;0;0;2;2133;2;2328;53.33;5;1066.67;195;Partenaire;1066.67;111;Partenaire
ID_188060460023;50;M;Célibataire;Locataire;1289.33;1;0;3;3333;3;2881;192.27;1;1333.33;378;Agence;1333.33;132;Agence
ID_188118423793;27;F;Célibataire;Locataire;1466.67;1;0;1;1012;1;872;40.27;2;1011.87;392;Partenaire;1011.87;392;Partenaire
ID_188126133082;27;M;Célibataire;Locataire;4400.00;1;0;2;6400;1;3672;310.06;1;2666.67;488;Agence;3733.33;138;Agence
ID_188186116651;47;M;Célibataire;Propriétaire;4133.33;1;0;2;4533;1;435;4202.93;2;4133.33;290;Partenaire;400.00;231;Partenaire
ID_188188449470;34;M;Célibataire;Locataire;1800.00;1;0;7;5467;6;5276;141.60;4;400.00;4312;Partenaire;1066.67;52;Agence
ID_188239552869;23;M;Célibataire;;560.00;0;1;1;605;1;622;31.79;;604.93;115;Partenaire;604.93;115;Partenaire
ID_188331444049;56;M;Union libre;Locataire;1997.60;1;1;2;4000;2;4185;157.47;2;1333.33;244;Partenaire;2666.67;109;Agence
ID_188374353923;58;M;Marié;Propriétaire;1093.33;1;0;1;6667;1;6783;180.80;0;6666.67;319;Agence;6666.67;319;Agence
ID_188406759707;43;F;Célibataire;Locataire;1866.67;1;0;5;3933;2;2052;20.00;5;400.00;7325;Partenaire;1333.33;306;Partenaire
ID_188502759692;33;M;Marié;Locataire;1733.33;1;0;6;14275;1;256;93.60;0;533.33;4557;Partenaire;942.00;490;Partenaire
ID_188591222316;48;M;Célibataire;Propriétaire;2173.33;1;1;1;5333;1;5373;0.00;6;5333.33;167;Partenaire;5333.33;167;Partenaire
ID_188593285687;31;F;Célibataire;;;1;0;4;4067;3;3471;100.40;1;400.00;1498;Partenaire;1333.33;62;Mailing
ID_188666460412;59;F;Marié;Propriétaire;1600.00;1;0;4;4813;0;0;0.00;;413.33;6626;Partenaire;1200.00;14;Partenaire
ID_188749190372;46;M;Célibataire;;;1;0;2;2387;2;2302;108.30;2;1053.33;504;Partenaire;1333.33;131;Mailing
ID_188806191002;51;F;Célibataire;Propriétaire;4266.67;1;0;2;10667;1;5550;4.44;1;5333.33;523;Agence;5333.33;104;Mailing
ID_188830019408;42;M;Célibataire;Locataire;1800.00;1;0;3;10000;1;5176;85.87;4;1333.33;4028;Partenaire;4666.67;102;Partenaire
ID_188878394371;25;M;Célibataire;;933.33;1;1;1;400;1;394;53.33;0;400.00;147;Partenaire;400.00;147;Partenaire
ID_189027264084;53;F;Marié;Locataire;1200.00;1;0;1;5226;1;4384;191.73;0;5226.40;447;Partenaire;5226.40;447;Partenaire
ID_189104155166;31;M;Marié;Locataire;1933.33;1;0;1;4667;1;5141;0.00;4;4666.67;81;Partenaire;4666.67;81;Partenaire
ID_189233701616;27;M;Marié;;;1;0;4;6200;2;2934;2209.87;6;1400.00;1424;Partenaire;1333.33;39;Mailing
ID_189256806032;43;F;Célibataire;Locataire;1200.00;1;0;4;5333;2;2420;888.75;1;1333.33;455;Partenaire;1333.33;24;Partenaire
ID_189305522866;43;M;Divorcé;Locataire;1333.33;1;0;1;5333;1;5373;0.00;6;5333.33;264;Partenaire;5333.33;264;Partenaire
ID_189316445135;24;F;Célibataire;Locataire;1306.67;1;0;1;3200;1;3519;80.00;6;3200.00;124;Partenaire;3200.00;124;Partenaire
ID_189330931604;50;M;Marié;Propriétaire;6000.00;1;0;1;3493;1;2582;177.20;0;3493.33;446;Partenaire;3493.33;446;Partenaire
ID_189336116986;29;M;Célibataire;Locataire;1600.00;0;1;1;867;1;906;60.79;1;866.53;108;Partenaire;866.53;108;Partenaire
ID_189396109888;53;F;Célibataire;;;1;0;2;3333;1;2122;109.61;1;2000.00;111;Partenaire;1333.33;11;Mailing
ID_189422370160;51;F;Divorcé;Propriétaire;2533.33;0;1;2;3333;1;2160;0.00;4;2000.00;32;Agence;1333.33;20;Agence
ID_189432439065;46;F;Divorcé;Locataire;2320.00;1;0;3;8800;1;5917;2835.23;3;1466.67;325;Partenaire;5333.33;103;Agence
ID_189439073385;31;F;Marié;Propriétaire;1733.33;1;0;2;10667;1;5373;5373.33;1;5333.33;375;Partenaire;5333.33;53;Partenaire
ID_189439516155;39;F;Union libre;Propriétaire;1288.00;1;1;1;5333;1;5859;0.00;6;5333.33;77;Partenaire;5333.33;77;Partenaire
ID_189574625445;47;F;Divorcé;;1714.67;1;1;1;5333;1;5740;200.00;2;5333.33;111;Agence;5333.33;111;Agence
ID_189608296940;40;F;Union libre;Propriétaire;1600.00;1;1;1;2267;1;2307;0.00;6;2266.67;54;Partenaire;2266.67;54;Partenaire
ID_189617686247;40;F;Célibataire;;;0;0;2;5333;2;4156;232.41;1;4000.00;516;Partenaire;1333.33;172;Mailing
ID_189627490147;50;M;Célibataire;Locataire;1600.00;1;0;2;5333;2;5508;289.07;1;2666.67;213;Partenaire;2666.67;195;Partenaire
ID_189710210194;44;M;Union libre;Propriétaire;2533.33;1;0;1;1333;1;654;132.40;0;1333.33;296;Partenaire;1333.33;296;Partenaire
ID_189787412394;40;M;Marié;Locataire;1080.00;1;0;1;5333;1;4133;266.67;1;5333.33;339;Partenaire;5333.33;339;Partenaire
ID_189815650486;31;F;Divorcé;Locataire;1186.67;1;0;1;4000;1;4258;220.15;1;4000.00;115;Partenaire;4000.00;115;Partenaire
ID_189837212977;48;F;Union libre;Locataire;1466.67;1;0;1;747;1;829;0.00;1;746.67;81;Partenaire;746.67;81;Partenaire
ID_189852185726;51;M;Divorcé;Locataire;2173.33;1;0;2;5467;2;5254;160.00;4;4800.00;469;Agence;666.67;145;Agence
ID_189856684157;23;M;Célibataire;Locataire;1600.00;1;0;1;800;1;161;80.13;0;800.00;375;Partenaire;800.00;375;Partenaire
ID_189868226722;28;F;Célibataire;Locataire;1600.00;0;0;1;5333;1;5805;127.47;5;5333.33;108;Agence;5333.33;108;Agence
ID_189915447664;29;M;Célibataire;Locataire;1733.33;1;0;1;5333;1;5483;133.33;5;5333.33;349;Agence;5333.33;349;Agence
ID_189933532249;48;F;Célibataire;Locataire;;0;0;1;933;1;973;0.00;4;933.33;263;Partenaire;933.33;263;Partenaire
ID_189970911069;40;F;Célibataire;Locataire;1907.47;1;0;2;5458;1;5244;133.07;5;124.34;;Partenaire;5333.33;426;Agence
ID_190073323441;26;F;Célibataire;Locataire;1800.00;0;0;1;2667;1;2792;76.62;3;2666.67;109;Partenaire;2666.67;109;Partenaire
ID_190151301104;39;F;Union libre;Propriétaire;1466.67;1;0;1;1333;1;1011;60.40;1;1333.33;403;Partenaire;1333.33;403;Partenaire
ID_190220514286;34;F;Célibataire;Locataire;1800.00;1;1;1;3333;1;3645;0.00;4;3333.33;70;Agence;3333.33;70;Agence
ID_190231150581;30;F;Célibataire;Locataire;2133.33;1;1;1;4667;1;5040;0.00;5;4666.67;42;Partenaire;4666.67;42;Partenaire
ID_190310194941;49;M;Célibataire;Locataire;;1;1;1;4000;1;4373;128.13;3;4000.00;125;Agence;4000.00;125;Agence
ID_190352533324;30;M;Célibataire;Propriétaire;1600.00;1;1;1;2667;1;2947;0.00;1;2666.67;89;Partenaire;2666.67;89;Partenaire
ID_190368645687;25;M;Célibataire;;;1;0;2;4000;2;4262;133.33;2;2666.67;110;Partenaire;1333.33;63;Mailing
ID_190395200616;42;M;Célibataire;;;1;0;5;10667;3;4793;289.90;1;2000.00;3134;Partenaire;1333.33;55;Mailing
ID_190654332888;52;F;Divorcé;Locataire;1384.13;1;0;4;8867;1;4500;3855.99;6;933.33;167;Partenaire;4466.67;34;Mailing
ID_190746336179;33;M;Marié;Propriétaire;2666.67;1;1;1;3867;1;3907;0.00;2;3866.67;83;Partenaire;3866.67;83;Partenaire
ID_190767039124;40;M;Marié;Locataire;1051.07;1;0;1;5333;1;5321;294.80;;5333.33;122;Partenaire;5333.33;122;Partenaire
ID_190823251117;41;M;Union libre;Locataire;2333.33;0;0;1;2667;1;2708;74.27;4;2666.67;285;Agence;2666.67;285;Agence
ID_190889052158;41;F;Divorcé;Locataire;1880.00;1;0;5;8800;3;5466;181.07;3;2266.67;7304;Partenaire;933.33;80;Agence
ID_190905942555;27;M;Célibataire;Locataire;1666.67;1;0;2;2667;1;1454;133.33;2;1333.33;462;Partenaire;1333.33;61;Partenaire
ID_190989857673;42;F;Marié;Locataire;2000.00;1;0;5;38559;1;1707;76.80;2;0.00;;Partenaire;1866.67;282;Partenaire
ID_191043151259;43;M;Marié;Propriétaire;2635.73;0;0;1;2000;1;1929;66.67;2;2000.00;252;Partenaire;2000.00;252;Partenaire
ID_191111036260;47;M;Célibataire;Locataire;2266.67;1;1;1;5333;1;5806;160.00;4;5333.33;118;Agence;5333.33;118;Agence
ID_191118309215;42;M;Marié;Locataire;1466.67;1;0;3;4846;1;1947;241.87;1;1866.67;422;Partenaire;1906.67;227;Partenaire
ID_191155359815;56;M;Divorcé;Locataire;2133.33;1;0;2;1333;2;1188;53.47;1;666.67;469;Partenaire;666.67;335;Agence
ID_191252688687;46;F;Célibataire;Locataire;1866.67;1;0;10;11200;2;3912;96.67;5;666.67;3965;Partenaire;1066.67;139;Partenaire
ID_191293427575;30;F;Divorcé;Locataire;1400.00;1;0;4;7333;3;3567;4258.00;5;4000.00;469;Agence;666.67;48;Agence
ID_191324354981;34;M;Marié;Locataire;1600.00;1;0;2;5867;2;5429;53.07;2;533.33;399;Partenaire;5333.33;55;Partenaire
ID_191339057233;45;F;Célibataire;Locataire;2266.67;1;1;1;4000;1;4040;0.00;2;4000.00;52;Partenaire;4000.00;52;Partenaire
ID_191463915778;37;F;Marié;;;0;0;2;2533;2;2475;63.59;5;1866.67;468;Partenaire;666.67;139;Mailing
ID_191476999867;55;F;Célibataire;Locataire;1549.73;1;0;1;5333;1;5681;128.88;5;5333.33;255;Agence;5333.33;255;Agence
ID_191515295111;57;M;Marié;;;1;0;2;2400;2;2190;59.47;3;1066.67;361;Agence;1333.33;53;Mailing
ID_191535175909;46;M;Union libre;Propriétaire;2200.00;1;0;1;2667;1;2970;0.00;3;2666.67;104;Partenaire;2666.67;104;Partenaire
ID_191619275037;42;M;Célibataire;Propriétaire;2400.00;1;0;3;8533;1;3994;306.32;4;3733.33;481;Partenaire;3733.33;153;Partenaire
ID_191632820881;29;F;Célibataire;Locataire;1533.33;1;0;3;6267;2;2186;219.36;1;666.67;388;Partenaire;2800.00;217;Partenaire
ID_191696182683;23;M;Célibataire;;;1;0;2;2133;1;1414;80.00;1;800.00;448;Partenaire;1333.33;61;Mailing
ID_191773309579;23;F;Célibataire;Locataire;1436.67;1;0;1;667;1;634;69.83;0;666.67;139;Agence;666.67;139;Agence
ID_191826013869;38;F;Célibataire;Locataire;3000.00;1;0;1;846;1;772;36.67;2;845.87;418;Partenaire;845.87;418;Partenaire
ID_191965845153;41;F;Divorcé;Locataire;1133.33;0;1;2;6867;1;4314;2799.69;3;2666.67;229;Agence;4200.00;67;Mailing
ID_191987803929;50;M;Marié;Locataire;1333.33;1;0;1;2667;1;2707;0.00;1;2666.67;75;Partenaire;2666.67;75;Partenaire
ID_192056450224;53;M;Célibataire;;1819.47;1;0;1;3333;1;3368;133.33;2;3333.33;136;Partenaire;3333.33;136;Partenaire
ID_192264548739;27;F;Célibataire;Locataire;1400.00;1;0;2;2933;0;0;0.00;2;1466.67;83;Partenaire;1466.67;24;Partenaire
ID_192301846337;39;M;Divorcé;Locataire;2000.00;0;1;1;2667;1;2918;0.00;3;2666.67;69;Partenaire;2666.67;69;Partenaire
ID_192479823681;49;F;Célibataire;Locataire;2533.33;1;0;4;13733;0;0;0.00;5;2000.00;1750;Partenaire;5333.33;27;Mailing
ID_192491542446;41;F;Célibataire;Locataire;1994.53;1;1;1;5333;1;5849;142.67;4;5333.33;131;Partenaire;5333.33;131;Partenaire
ID_192499485446;47;F;Divorcé;Locataire;1666.67;1;0;11;9200;3;3551;67.47;6;933.33;6332;Partenaire;1333.33;147;Agence
ID_192689018933;47;M;Célibataire;;;1;1;2;5333;2;5673;101.47;5;4000.00;200;Agence;1333.33;60;Mailing
ID_192810445717;47;F;Célibataire;;;1;0;6;4040;2;2179;0.00;5;666.67;7108;Partenaire;1333.33;49;Mailing
ID_192867639237;39;M;Célibataire;Locataire;2333.33;1;0;4;4533;1;1400;226.67;1;800.00;7286;Partenaire;1333.33;41;Partenaire
ID_192882696507;47;M;Célibataire;Locataire;1413.33;1;0;1;3333;1;3514;0.00;;3333.33;102;Partenaire;3333.33;102;Partenaire
ID_192921651417;40;F;Célibataire;Locataire;1680.00;0;0;3;9333;2;4128;167.47;5;2666.67;175;Agence;5333.33;24;Agence
ID_192946664860;37;M;Célibataire;;1631.73;1;0;1;2267;1;2429;122.93;1;2266.67;126;Partenaire;2266.67;126;Partenaire
ID_193051080206;41;M;Célibataire;Propriétaire;1866.67;1;0;2;3733;2;3983;105.34;5;2932.93;252;Partenaire;800.00;137;Partenaire
ID_193268548945;59;M;Célibataire;Locataire;1156.00;0;1;1;1333;1;1387;60.40;2;1333.33;137;Partenaire;1333.33;137;Partenaire
ID_193355615156;50;M;Marié;Propriétaire;2666.67;1;0;9;19333;2;5088;164.00;1;2000.00;7083;Partenaire;800.00;82;Partenaire
ID_193368850817;49;F;Célibataire;Propriétaire;2200.00;1;0;2;8000;1;5373;2710.00;2;2666.67;448;Partenaire;5333.33;228;Partenaire
ID_193441699847;18;M;Célibataire;;933.33;1;1;1;1333;1;1420;53.33;2;1333.33;160;Partenaire;1333.33;160;Partenaire
ID_193527473415;43;F;Marié;Locataire;205691.07;0;1;1;1600;1;1659;0.00;1;1600.00;88;Partenaire;1600.00;88;Partenaire
ID_193548545452;38;F;Célibataire;Locataire;1733.33;1;0;1;867;1;265;66.67;0;866.53;433;Partenaire;866.53;433;Partenaire
ID_193575214048;49;M;Célibataire;;2266.67;1;0;2;1266;1;165;55.20;0;666.67;6534;Partenaire;599.33;356;Partenaire
ID_193699292603;49;F;Célibataire;Locataire;1333.33;0;0;1;5333;1;5281;127.60;5;5333.33;404;Agence;5333.33;404;Agence
ID_193757951554;43;F;Célibataire;;;1;0;5;9467;3;6552;190.93;5;1066.67;7333;Partenaire;1333.33;56;Mailing
ID_193802935277;27;F;Divorcé;Propriétaire;1733.33;1;0;2;4357;2;4505;133.33;3;3200.00;287;Partenaire;1157.07;136;Partenaire
