id_client;flag_credit;age;sexe;situation_familiale;statut_logement;revenu;flag_tel;flag_email;nb_credits_total;mt_credits_total;nb_credits_actuel;mt_credits_actuel;mt_echeances_actuel;duree_remboursement_actuel;mt_premier_credit;anc_premier_credit;canal_premier_credit;mt_dernier_credit;anc_dernier_credit;canal_dernier_credit
ID_119088775112;0;42;M;Célibataire;;1733.33;1;0;3;2267;1;648;54.61;2;533.33;2701;Partenaire;666.67;222;Partenaire
ID_119092414180;1;45;M;Célibataire;Propriétaire;2200.00;1;0;3;7333;1;4067;277.17;5;666.67;696;Agence;4000.00;35;Mailing
ID_119095176591;0;20;F;Célibataire;;666.67;1;0;1;707;1;744;69.33;0;706.67;179;Partenaire;706.67;179;Partenaire
ID_119109232938;1;58;M;Célibataire;Propriétaire;2533.33;1;0;6;14036;2;5027;198.67;4;1413.33;;Partenaire;1333.33;139;Agence
ID_119115870823;0;31;M;Marié;Locataire;1333.33;1;0;2;4000;1;3027;109.29;3;1333.33;729;Partenaire;2666.67;151;Agence
ID_119117141101;0;54;F;;;;1;0;3;4640;0;0;0.00;;1306.67;4142;Partenaire;2000.00;2240;Partenaire
ID_119117729291;1;33;F;Marié;Locataire;1466.67;1;0;4;10267;2;5966;342.40;4;1333.33;1043;Partenaire;933.33;308;Agence
ID_119138868349;1;35;M;Divorcé;Locataire;2400.00;1;0;2;3467;1;2183;72.27;4;1333.33;606;Partenaire;2133.33;97;Mailing
ID_119140792892;0;42;M;Marié;Locataire;1106.67;1;0;2;1286;1;705;66.40;0;666.67;1067;Partenaire;619.60;94;Partenaire
ID_119141915319;0;45;M;Union libre;Propriétaire;2933.33;1;0;2;4573;1;4069;111.33;4;573.33;7067;Partenaire;4000.00;283;Partenaire
ID_119144214056;0;38;M;Célibataire;;;1;0;2;2287;1;775;73.73;0;420.80;1691;Partenaire;1866.67;828;Partenaire
ID_119151077164;0;23;F;Union libre;Propriétaire;1600.00;1;0;2;1347;1;1166;40.17;1;1080.00;283;Partenaire;266.67;280;Partenaire
ID_119163172015;0;35;F;Marié;Propriétaire;1733.33;1;0;2;2515;1;1223;1430.48;1;1382.00;434;Partenaire;1132.80;301;Partenaire
ID_119164239455;0;43;F;Célibataire;;;1;0;2;1627;1;1079;51.80;2;293.33;1175;Partenaire;1333.33;550;Mailing
ID_119167127368;0;35;F;Marié;;;1;0;1;1539;1;950;43.33;2;1539.47;1119;Partenaire;1539.47;1119;Partenaire
ID_119171723524;0;32;M;Célibataire;;;1;0;3;6040;1;3411;285.70;0;400.00;900;Partenaire;3506.67;258;Mailing
ID_119175648927;0;57;M;Célibataire;;;1;0;3;6667;1;4378;207.47;5;1333.33;266;Agence;1333.33;5;Mailing
ID_119178844810;1;57;F;Célibataire;Locataire;1533.33;1;0;1;933;1;282;96.53;0;933.33;343;Partenaire;933.33;343;Partenaire
ID_119180051539;0;39;F;Célibataire;;;1;0;3;5067;1;2322;129.72;1;533.33;1504;Partenaire;3200.00;531;Partenaire
ID_119181211445;0;44;M;Célibataire;;;1;0;6;12173;3;4705;292.53;1;266.67;4408;Partenaire;3333.33;283;Mailing
ID_119187086753;0;27;M;Célibataire;Locataire;1333.33;1;1;1;880;1;799;46.67;;880.00;185;Partenaire;880.00;185;Partenaire
ID_119216844015;0;28;F;Célibataire;Locataire;2266.67;0;0;1;1333;1;139;133.07;0;1333.33;401;Partenaire;1333.33;401;Partenaire
ID_119222841778;0;54;M;Marié;Propriétaire;2266.67;1;0;1;1037;1;92;41.33;0;1036.93;1120;Partenaire;1036.93;1120;Partenaire
ID_119245027638;0;27;F;Célibataire;Locataire;1000.00;0;0;1;533;1;56;53.33;0;533.33;405;Partenaire;533.33;405;Partenaire
ID_119246041137;0;44;F;Célibataire;;;1;0;7;5600;1;1329;93.47;0;800.00;4735;Partenaire;1333.33;257;Mailing
ID_119253736776;1;49;M;Célibataire;;;1;0;9;24543;3;4765;2881.23;1;1466.67;6660;Partenaire;1200.00;172;Partenaire
ID_119255179233;0;37;M;Marié;Locataire;1106.67;1;0;3;5467;2;3869;205.10;1;1333.33;536;Partenaire;2133.33;165;Partenaire
ID_119261644615;0;56;F;Célibataire;Locataire;1520.00;1;0;2;6675;1;5214;146.03;5;1341.33;770;Partenaire;5333.33;231;Mailing
ID_119296394675;0;41;F;Célibataire;Locataire;1133.33;1;1;1;2400;1;2634;66.53;4;2400.00;122;Partenaire;2400.00;122;Partenaire
ID_119313500542;0;41;M;Divorcé;Propriétaire;2600.00;1;0;3;3867;2;3383;89.20;4;533.33;1081;Partenaire;1333.33;61;Agence
ID_119313809263;0;35;M;Marié;Locataire;2200.00;1;0;7;13657;1;1195;5483.14;6;1483.60;;Partenaire;1106.27;233;Partenaire
ID_119314313719;0;52;M;Marié;Locataire;2186.67;1;0;2;2667;1;367;102.76;0;1600.00;672;Agence;1066.67;502;Partenaire
ID_119341202045;1;20;M;Célibataire;Locataire;933.33;1;0;1;1364;1;1356;48.67;2;1363.73;172;Partenaire;1363.73;172;Partenaire
ID_119360133394;1;42;M;Célibataire;Locataire;2266.67;1;0;4;10933;1;5369;4224.57;5;933.33;6717;Partenaire;5333.33;187;Mailing
ID_119361726322;0;35;F;Célibataire;Locataire;1106.67;1;0;1;1733;1;1333;162.93;0;1733.20;326;Partenaire;1733.20;326;Partenaire
ID_119367557994;0;58;M;Marié;Propriétaire;2666.67;1;1;1;1333;1;1373;0.00;3;1333.33;103;Partenaire;1333.33;103;Partenaire
ID_119371433935;0;37;F;Célibataire;Locataire;1906.67;1;0;4;11333;1;4338;199.07;3;2000.00;1490;Agence;4000.00;105;Agence
ID_119372994311;0;38;M;Marié;Locataire;1706.67;1;0;3;5600;2;3963;162.93;3;1333.33;4268;Partenaire;1600.00;221;Partenaire
ID_119373058767;0;44;M;Marié;;;1;0;3;2800;1;407;876.80;1;800.00;578;Partenaire;1333.33;4;Mailing
ID_119387708653;0;27;M;Marié;;;1;0;1;1093;1;457;34.93;1;1092.93;1091;Partenaire;1092.93;1091;Partenaire
ID_119393471209;0;40;F;Marié;;;1;0;1;1333;1;526;66.93;0;1333.33;545;Partenaire;1333.33;545;Partenaire
ID_119395240908;0;47;F;Marié;Propriétaire;1866.67;1;0;6;4960;1;889;36.93;2;1066.67;6688;Partenaire;933.33;251;Partenaire
ID_119395840203;1;52;M;Célibataire;;;1;0;3;6000;2;4527;91.19;5;1333.33;1029;Partenaire;1333.33;98;Mailing
ID_119405116451;0;42;M;Marié;Propriétaire;2266.67;1;0;2;1067;1;867;0.00;1;266.67;4976;Partenaire;799.87;387;Partenaire
ID_119412129644;0;48;F;Marié;Propriétaire;1360.00;1;0;2;1067;1;521;39.73;1;400.00;2095;Partenaire;666.67;312;Partenaire
ID_119417690145;0;46;F;Célibataire;;;1;0;2;1700;1;762;28.40;2;666.67;3626;Partenaire;1033.20;657;Agence
ID_119418341371;0;38;M;Célibataire;;;1;0;6;10663;1;675;113.07;0;453.33;3871;Partenaire;2310.13;615;Partenaire
ID_119435163437;1;31;F;Célibataire;;;1;0;4;6600;2;4530;213.65;4;866.67;1064;Partenaire;1333.33;109;Mailing
ID_119438025393;0;57;M;Marié;;;1;0;5;5333;1;313;72.27;0;800.00;3078;Partenaire;2000.00;6;Mailing
ID_119442168623;0;37;M;Célibataire;;;1;0;1;933;1;160;51.07;0;933.33;714;Partenaire;933.33;714;Partenaire
ID_119452405027;0;38;M;Célibataire;Locataire;1333.33;1;0;3;11867;1;4329;506.31;1;5333.33;1144;Partenaire;5333.33;285;Agence
ID_119453293842;0;34;F;Célibataire;Locataire;1270.00;1;0;3;1600;1;765;25.87;3;400.00;3995;Partenaire;800.00;352;Partenaire
ID_119456822633;0;35;M;Célibataire;Locataire;1600.00;0;0;1;1067;1;647;51.07;;1066.67;361;Partenaire;1066.67;361;Partenaire
ID_119460879255;1;52;F;Marié;Locataire;2000.00;1;0;1;933;1;654;54.27;1;932.67;382;Partenaire;932.67;382;Partenaire
ID_119466724238;1;55;M;Marié;;;1;0;2;6667;2;4612;224.93;2;5333.33;808;Partenaire;1333.33;458;Mailing
ID_119473256094;0;36;M;Marié;Locataire;1200.00;1;0;2;8000;2;4293;403.33;1;6666.67;1032;Partenaire;1333.33;339;Partenaire
ID_119475922481;1;57;F;Union libre;Propriétaire;1933.33;1;0;1;1333;1;1373;0.00;2;1333.33;164;Partenaire;1333.33;164;Partenaire
ID_119503697085;0;56;F;Marié;Locataire;1123.60;1;0;1;2667;1;1609;145.20;1;2666.67;431;Partenaire;2666.67;431;Partenaire
ID_119506062782;0;58;F;Marié;Propriétaire;1466.67;1;0;1;4573;1;4220;205.33;;4573.33;178;Partenaire;4573.33;178;Partenaire
ID_119516926475;0;34;M;Marié;Locataire;2200.00;1;0;2;2381;1;1520;88.72;0;973.33;731;Partenaire;1407.20;399;Partenaire
ID_119518134016;1;36;F;Célibataire;;;1;0;7;9882;1;5656;3659.97;2;207.47;1490;Partenaire;5333.33;159;Mailing
ID_119536313337;1;45;F;Marié;;;1;0;8;18956;2;5001;271.09;3;1826.67;3255;Partenaire;1333.33;104;Mailing
ID_119539344837;0;54;F;Union libre;Locataire;1946.67;1;0;1;1333;1;655;133.33;0;1333.33;297;Partenaire;1333.33;297;Partenaire
ID_119542206293;0;53;M;Marié;Propriétaire;2173.07;1;0;2;4440;1;448;347.73;0;2439.87;971;Partenaire;2000.00;663;Partenaire
ID_119556365484;0;48;M;Célibataire;;;1;0;6;4533;3;2309;59.20;3;933.33;3857;Partenaire;800.00;68;Partenaire
ID_119557009904;1;42;F;Célibataire;;;1;0;5;3933;3;2245;104.23;5;800.00;2170;Partenaire;1333.33;440;Mailing
ID_119565231644;0;37;F;Divorcé;Locataire;1200.00;1;0;4;5373;2;2778;170.80;1;440.00;4424;Partenaire;3599.87;434;Partenaire
ID_119570286000;0;39;M;Célibataire;;;1;0;2;6667;1;3896;212.93;1;1333.33;1967;Partenaire;5333.33;543;Partenaire
ID_119570574133;1;28;F;Célibataire;;2000.00;1;0;5;6533;4;5359;167.73;5;666.67;1000;Partenaire;1600.00;47;Agence
ID_119590145349;0;38;F;Célibataire;Propriétaire;3333.33;1;1;1;5333;1;5373;0.00;6;5333.33;187;Partenaire;5333.33;187;Partenaire
ID_119608688236;0;21;F;Célibataire;Locataire;906.67;1;0;1;1200;1;1336;0.00;4;1200.00;101;Partenaire;1200.00;101;Partenaire
ID_119609673672;0;32;M;Célibataire;;;1;0;3;2400;1;1275;39.95;4;400.00;4907;Partenaire;1333.33;626;Mailing
ID_119621285922;0;30;F;Célibataire;;;0;0;1;2266;1;763;110.53;0;2266.00;574;Partenaire;2266.00;574;Partenaire
ID_119629473617;1;52;F;Célibataire;;;1;0;2;3733;1;1610;49.87;3;1733.33;3313;Partenaire;2000.00;1125;Mailing
ID_119641985932;1;48;F;;Locataire;3333.33;1;0;2;4000;2;1901;217.33;0;1333.33;607;Partenaire;2666.67;479;Agence
ID_119643276060;0;36;F;Célibataire;Locataire;1733.33;0;1;1;1333;1;1327;66.93;1;1333.33;158;Agence;1333.33;158;Agence
ID_119645556098;0;41;M;Marié;Propriétaire;3600.00;1;0;3;12000;1;4320;0.00;1;4000.00;1550;Agence;4000.00;243;Partenaire
ID_119653628570;1;32;M;Célibataire;Locataire;900.67;1;0;1;2667;1;2631;200.00;1;2666.67;146;Partenaire;2666.67;146;Partenaire
ID_119665322270;0;29;M;Divorcé;Locataire;2000.00;1;0;6;11667;3;3686;209.33;2;733.33;1575;Partenaire;1200.00;46;Partenaire
ID_119666083636;0;34;F;Célibataire;;;1;0;1;1333;1;286;52.53;0;1333.33;1027;Partenaire;1333.33;1027;Partenaire
ID_119680603142;0;31;M;Célibataire;;;1;0;6;9867;2;4408;142.99;3;666.67;3755;Partenaire;3333.33;110;Mailing
ID_119681146781;1;39;F;Célibataire;;;1;1;1;2667;1;2713;0.00;6;2666.67;200;Partenaire;2666.67;200;Partenaire
ID_119685643611;0;33;M;Célibataire;Locataire;2133.33;1;0;7;6400;1;1144;1372.40;0;800.00;2545;Partenaire;1333.33;186;Partenaire
ID_119690495484;0;37;F;Divorcé;Propriétaire;2026.67;1;1;1;467;1;507;0.00;1;466.67;204;Partenaire;466.67;204;Partenaire
ID_119691252499;0;28;F;Célibataire;Propriétaire;1866.67;1;1;1;2667;1;2774;135.72;1;2666.67;164;Agence;2666.67;164;Agence
ID_119691529536;1;36;M;Célibataire;Locataire;1813.33;1;0;3;3066;2;1321;222.67;0;799.33;3156;Partenaire;1333.33;139;Agence
ID_119693759579;0;39;M;;Locataire;1933.33;1;0;3;2426;2;1584;93.07;;506.40;1803;Partenaire;800.00;109;Partenaire
ID_119704078961;1;37;F;Célibataire;Locataire;2333.33;1;0;2;4001;1;1121;116.13;;1466.67;1722;Agence;2534.40;499;Partenaire
ID_119707642085;0;41;M;Marié;Locataire;2400.00;1;0;3;3701;2;3302;113.87;1;533.33;1458;Partenaire;2100.80;137;Partenaire
ID_119715922564;0;23;M;Célibataire;Locataire;1320.00;1;0;1;2000;1;1413;92.67;;2000.00;321;Partenaire;2000.00;321;Partenaire
ID_119732616369;1;39;F;Marié;;;1;0;7;18267;1;1008;3637.70;3;666.67;4935;Partenaire;4000.00;618;Agence
ID_119735391480;1;29;M;Célibataire;;;1;0;5;5733;3;3101;271.13;1;400.00;1907;Partenaire;2666.67;105;Mailing
ID_119762788971;0;50;M;Marié;Locataire;1866.67;1;0;3;5573;1;3346;156.66;1;773.20;1685;Partenaire;3200.00;98;Mailing
ID_119781086106;1;54;F;Célibataire;Locataire;1600.00;1;1;1;5333;1;5753;135.33;5;5333.33;175;Partenaire;5333.33;175;Partenaire
ID_119800970831;0;26;M;Union libre;Locataire;1933.33;1;0;4;2536;1;1240;536.27;2;400.00;817;Partenaire;1200.00;204;Partenaire
ID_119803199807;0;37;F;Marié;Locataire;1113.33;1;0;2;6667;2;5514;302.13;;4000.00;327;Partenaire;2666.67;131;Partenaire
ID_119806520768;0;34;M;Célibataire;Locataire;2000.00;1;0;5;10649;3;5455;269.60;2;1489.08;;Partenaire;1333.33;159;Agence
ID_119809295665;0;50;M;Célibataire;Propriétaire;3333.33;1;0;1;1680;1;1382;158.00;0;1680.00;189;Partenaire;1680.00;189;Partenaire
ID_119819421283;0;38;F;Marié;;;1;0;1;3733;1;3372;93.07;4;3733.33;696;Partenaire;3733.33;696;Partenaire
ID_119824369416;0;34;M;Célibataire;Locataire;1200.00;1;0;1;667;1;253;36.93;0;666.67;619;Partenaire;666.67;619;Partenaire
ID_119824958230;0;38;F;Marié;;;1;0;1;1733;1;1243;68.13;1;1733.33;514;Partenaire;1733.33;514;Partenaire
ID_119835989265;0;35;F;Union libre;Locataire;1370.53;1;0;3;2800;2;1695;731.08;2;800.00;937;Agence;666.67;350;Agence
ID_119851149370;1;55;F;Célibataire;Locataire;1346.67;1;0;3;7333;1;4737;212.53;4;1333.33;536;Partenaire;4666.67;298;Agence
ID_119863524381;0;53;M;Marié;Locataire;2173.33;1;0;2;7333;1;7425;178.80;5;666.67;5421;Partenaire;6666.67;420;Agence
ID_119864090459;0;48;M;Divorcé;Locataire;1666.67;1;0;5;9200;1;746;3716.73;4;400.00;3178;Partenaire;2266.67;311;Partenaire
ID_119869072732;1;43;F;Célibataire;Locataire;2244.80;1;0;2;9333;1;5974;3880.08;6;4000.00;1143;Partenaire;5333.33;123;Agence
ID_119871541834;0;42;M;Marié;Propriétaire;2266.67;1;0;1;5333;1;5778;0.00;1;5333.33;47;Partenaire;5333.33;47;Partenaire
ID_119871955371;1;48;M;Célibataire;Propriétaire;1600.00;0;1;1;800;1;847;24.00;5;800.00;136;Partenaire;800.00;136;Partenaire
ID_119872966417;0;42;M;Célibataire;;;1;0;3;9813;1;2746;173.33;1;1946.67;4877;Partenaire;5333.33;942;Partenaire
ID_119875955761;0;49;F;Union libre;Propriétaire;1946.67;1;0;1;1067;1;1020;40.27;0;1066.67;316;Partenaire;1066.67;316;Partenaire
ID_119885819205;0;28;M;Union libre;Locataire;1200.00;1;0;2;2533;1;2096;55.73;0;400.00;1985;Partenaire;2133.33;289;Partenaire
ID_119893344338;0;49;F;Marié;Propriétaire;2800.00;1;0;1;667;0;0;0.00;;666.67;836;Partenaire;666.67;836;Partenaire
ID_119902694844;0;50;M;Union libre;Propriétaire;1226.67;1;0;2;4000;1;2707;90.60;1;1333.33;681;Partenaire;2666.67;199;Partenaire
ID_119904132440;1;37;M;Célibataire;;;1;0;8;15867;2;2307;257.87;2;1200.00;4214;Partenaire;2666.67;479;Mailing
ID_119913590909;0;23;M;Célibataire;Locataire;1222.53;1;0;5;4667;1;2326;979.78;6;666.67;1860;Partenaire;2133.33;60;Partenaire
ID_119919289938;0;49;M;Divorcé;Locataire;3026.67;1;0;1;4667;1;4313;181.07;2;4666.67;293;Agence;4666.67;293;Agence
ID_119920805784;0;24;M;Célibataire;;1200.00;1;0;4;5652;1;2948;229.05;6;1118.67;1068;Partenaire;2666.67;87;Agence
ID_119941522334;0;37;M;Marié;Propriétaire;1266.67;1;0;2;4933;2;4871;139.20;5;2266.67;389;Partenaire;2666.67;302;Partenaire
ID_119946149932;0;59;M;Célibataire;Propriétaire;1642.67;1;0;2;5333;2;4972;147.47;4;2666.67;598;Partenaire;2666.67;364;Agence
ID_119948508389;0;34;F;Célibataire;;;1;0;3;9333;2;5767;146.53;5;2000.00;2588;Partenaire;3333.33;75;Mailing
ID_119949153143;0;54;F;Célibataire;;;1;0;2;2800;1;1348;53.33;2;800.00;5407;Partenaire;2000.00;1108;Partenaire
ID_119950061562;0;50;F;Célibataire;;;1;0;2;933;1;44;69.07;0;266.67;1171;Partenaire;666.67;832;Mailing
ID_119982932411;0;46;M;Célibataire;Locataire;2000.00;1;0;1;667;1;66;66.67;0;666.67;447;Agence;666.67;447;Agence
ID_119987456619;0;31;M;Célibataire;;;0;0;1;1333;1;1303;33.73;5;1333.33;542;Partenaire;1333.33;542;Partenaire
ID_120001931346;0;24;F;Union libre;Propriétaire;1120.00;1;0;4;3800;2;2056;17.13;5;800.00;2060;Partenaire;1866.67;61;Partenaire
ID_120018361248;0;48;M;Marié;Locataire;2492.93;1;0;1;533;1;600;0.00;1;533.33;122;Partenaire;533.33;122;Partenaire
ID_120018836951;0;39;F;Marié;Locataire;1120.00;1;0;2;3867;2;2647;203.33;1;2000.00;769;Partenaire;1866.67;303;Partenaire
ID_120023250067;0;19;M;Célibataire;Locataire;933.33;1;0;1;1389;1;1400;66.67;1;1389.47;172;Partenaire;1389.47;172;Partenaire
ID_120032783143;0;34;F;Divorcé;Locataire;2000.00;1;0;2;3467;1;2307;75.07;3;800.00;2230;Partenaire;2666.67;825;Agence
ID_120032801177;1;35;M;Marié;Locataire;1267.60;1;0;1;5333;1;6004;0.00;1;5333.33;122;Agence;5333.33;122;Agence
ID_120036163295;0;57;F;Célibataire;;;1;0;1;2240;1;1527;80.40;1;2239.73;535;Partenaire;2239.73;535;Partenaire
ID_120045556580;1;53;F;Célibataire;;;1;0;4;6400;3;4177;213.11;3;533.33;1109;Partenaire;800.00;367;Agence
ID_120052528960;1;50;M;Célibataire;;;1;0;4;8667;2;5014;534.40;3;2666.67;458;Partenaire;1066.67;152;Agence
ID_120052903277;1;42;M;Célibataire;;;1;0;1;1117;1;177;53.33;0;1117.47;824;Partenaire;1117.47;824;Partenaire
ID_120057344223;1;31;F;Union libre;Propriétaire;1468.80;1;0;1;2133;1;2078;84.93;2;2133.33;423;Partenaire;2133.33;423;Partenaire
ID_120060635600;0;30;F;Marié;Propriétaire;2053.33;1;0;2;2659;1;420;99.61;0;1726.13;749;Partenaire;933.33;423;Partenaire
ID_120068955056;1;44;M;Célibataire;;;1;0;1;1333;1;834;52.53;1;1333.33;605;Partenaire;1333.33;605;Partenaire
ID_120089555283;0;30;M;Célibataire;Locataire;1866.67;1;0;3;1867;1;132;65.87;0;533.33;2018;Partenaire;666.67;367;Partenaire
ID_120096952147;0;43;M;Marié;;;1;0;2;4906;1;3611;136.00;4;906.40;1034;Partenaire;4000.00;789;Agence
ID_120127541045;0;31;M;Marié;Locataire;4000.00;1;0;4;8533;2;3372;1327.43;3;2666.67;1250;Partenaire;1200.00;530;Partenaire
ID_120155747127;0;31;M;Marié;Locataire;1800.00;1;0;6;12267;2;4253;8735.35;4;5333.33;496;Partenaire;2666.67;41;Partenaire
ID_120159291680;1;47;M;Célibataire;;;1;0;2;6933;1;5321;194.13;5;1600.00;1084;Partenaire;5333.33;368;Agence
ID_120161386354;0;57;M;Célibataire;;;1;0;3;7733;0;0;0.00;4;1600.00;5021;Partenaire;5333.33;669;Partenaire
ID_120171397547;1;52;F;Marié;Propriétaire;1786.67;1;0;4;10156;2;1005;8375.85;5;289.20;1481;Partenaire;5333.33;408;Agence
ID_120183434732;0;51;M;Célibataire;;;1;0;2;3333;1;431;140.00;0;2000.00;630;Partenaire;1333.33;628;Partenaire
ID_120195757876;0;49;M;Célibataire;Propriétaire;1800.00;1;0;2;6000;1;5137;991.79;5;1333.33;507;Partenaire;4666.67;131;Agence
ID_120211501087;0;37;F;Célibataire;;;1;0;3;6267;1;1294;33.60;5;666.67;3126;Partenaire;1333.33;535;Partenaire
ID_120218462561;0;38;F;Marié;Propriétaire;2000.00;1;0;2;2000;1;1325;0.00;0;800.00;7296;Partenaire;1200.00;84;Partenaire
ID_120228292740;0;49;F;Célibataire;Locataire;1680.00;1;0;1;2667;1;2707;0.00;5;2666.67;68;Partenaire;2666.67;68;Partenaire
ID_120230556605;0;54;F;Célibataire;;;1;0;5;17733;1;3403;94.53;4;3333.33;4169;Agence;4000.00;1020;Mailing
ID_120232017725;0;40;M;Célibataire;;;1;0;1;1006;1;734;32.27;2;1006.40;702;Partenaire;1006.40;702;Partenaire
ID_120233983020;1;36;F;Célibataire;Locataire;2266.67;1;0;4;9333;1;3105;105.60;3;400.00;6347;Partenaire;3333.33;391;Agence
ID_120235237729;0;57;F;Marié;Propriétaire;1933.33;1;0;3;2800;2;1466;232.80;0;533.33;2315;Agence;1333.33;124;Mailing
ID_120236166386;0;37;M;Célibataire;;897.73;1;1;1;1333;1;1458;33.87;5;1333.33;159;Agence;1333.33;159;Agence
ID_120239975873;0;50;F;Marié;Locataire;1733.33;1;0;2;1676;0;0;0.00;;1169.33;1431;Partenaire;506.67;1424;Partenaire
ID_120240110675;0;39;M;Célibataire;;;1;0;2;4933;1;1929;118.00;1;1733.33;5337;Partenaire;3200.00;745;Partenaire
ID_120242710055;0;45;M;Célibataire;;;1;0;2;1200;1;222;31.47;0;400.00;2478;Partenaire;800.00;945;Partenaire
ID_120274501895;0;51;F;Marié;Propriétaire;1866.67;1;0;2;4126;1;648;113.23;0;3066.67;499;Partenaire;1059.60;371;Partenaire
ID_120279591153;0;44;F;Célibataire;;;1;0;1;800;1;256;44.13;0;800.00;632;Partenaire;800.00;632;Partenaire
ID_120279794131;0;53;F;Célibataire;;;1;0;3;3133;1;1928;53.33;5;333.33;5883;Partenaire;2000.00;591;Partenaire
ID_120282252726;1;46;F;Union libre;Locataire;1600.00;1;0;2;1820;1;1155;53.47;2;487.15;;Partenaire;1333.33;397;Partenaire
ID_120286034948;0;32;F;Célibataire;;;1;0;1;1067;1;291;42.13;0;1066.53;947;Partenaire;1066.53;947;Partenaire
ID_120288545980;0;36;F;Marié;Locataire;1533.33;1;1;1;933;1;894;80.00;0;933.33;133;Partenaire;933.33;133;Partenaire
ID_120291854699;0;20;M;Célibataire;;880.00;0;0;1;1867;1;1401;86.93;;1866.67;280;Partenaire;1866.67;280;Partenaire
ID_120293791023;0;40;F;Marié;Propriétaire;1866.67;1;0;3;3200;1;1440;0.00;1;266.67;6880;Partenaire;1333.07;305;Partenaire
ID_120296060330;1;25;F;Célibataire;;;1;0;2;2306;1;516;43.20;1;1066.53;1794;Partenaire;1239.60;1160;Partenaire
ID_120302800643;0;38;M;Célibataire;Propriétaire;3333.33;1;0;2;2400;1;229;16.67;1;1440.00;;Partenaire;960.00;878;Partenaire
ID_120311920254;0;47;M;Célibataire;;;1;0;1;3333;1;1710;106.67;1;3333.33;970;Agence;3333.33;970;Agence
ID_120312354566;1;51;M;;Locataire;1253.33;1;0;2;9333;1;5399;315.07;5;4000.00;476;Agence;5333.33;349;Agence
ID_120316333082;1;38;F;Célibataire;Locataire;1866.67;1;0;2;1733;1;1431;3.65;1;400.00;539;Partenaire;1333.33;82;Partenaire
ID_120326302081;1;55;F;Célibataire;;;1;0;4;4133;2;1567;84.27;3;1466.67;3356;Partenaire;1333.33;104;Mailing
ID_120327732201;0;24;M;Célibataire;Propriétaire;2266.67;1;0;1;1600;1;1316;87.60;1;1600.00;290;Partenaire;1600.00;290;Partenaire
ID_120337994250;0;42;M;Union libre;Locataire;1023.87;1;0;1;533;1;389;27.20;1;533.33;372;Partenaire;533.33;372;Partenaire
ID_120345157306;0;44;M;Marié;Locataire;1066.67;1;0;1;1106;1;518;106.00;0;1106.40;294;Partenaire;1106.40;294;Partenaire
ID_120347056345;0;54;F;Célibataire;Locataire;2133.33;1;0;2;2523;1;1357;1306.53;1;1266.53;961;Partenaire;1256.27;231;Partenaire
ID_120349886067;0;36;M;Union libre;Locataire;2666.67;1;0;1;667;1;303;64.93;0;666.67;429;Partenaire;666.67;429;Partenaire
ID_120361189420;0;42;F;Célibataire;Locataire;1733.33;1;0;6;5867;1;1373;70.33;3;1200.00;6626;Partenaire;1333.33;161;Partenaire
ID_120361702445;0;51;M;Célibataire;;1000.00;1;0;1;1133;1;554;29.20;1;1133.33;1139;Agence;1133.33;1139;Agence
ID_120375561932;0;21;F;Célibataire;Locataire;1333.33;1;0;1;4667;1;4465;124.00;4;4666.67;447;Partenaire;4666.67;447;Partenaire
ID_120376283404;0;51;F;;;;1;0;1;264;0;0;0.00;;264.07;2631;Partenaire;264.07;2631;Partenaire
ID_120390574322;0;33;F;Célibataire;;;1;0;9;17893;2;4832;776.93;1;933.33;1370;Agence;1333.33;4;Mailing
ID_120390847180;0;25;F;Célibataire;Locataire;1466.67;0;1;1;667;1;733;21.73;3;666.67;157;Partenaire;666.67;157;Partenaire
ID_120420719747;0;26;F;Célibataire;Locataire;1558.53;0;0;1;800;1;553;43.47;1;800.00;370;Partenaire;800.00;370;Partenaire
ID_120425598357;1;42;M;Célibataire;;;1;0;5;3333;2;1551;130.97;2;400.00;922;Partenaire;1333.33;76;Mailing
ID_120442207774;0;45;M;Marié;Propriétaire;2000.00;1;0;2;7267;1;4898;213.60;3;1666.67;1119;Agence;5600.00;465;Mailing
ID_120445239492;0;47;F;Célibataire;Propriétaire;2266.67;1;0;3;3585;1;2644;62.53;0;400.00;7144;Partenaire;2666.67;254;Partenaire
ID_120450805667;0;35;M;Divorcé;Locataire;1733.33;1;0;5;18000;1;5813;1749.25;0;2666.67;2202;Partenaire;5333.33;166;Agence
ID_120470498729;0;31;M;Célibataire;Propriétaire;2600.00;1;0;3;5333;2;4329;902.41;5;1333.33;826;Partenaire;2133.33;40;Partenaire
ID_120472506785;0;54;M;Célibataire;;;1;0;1;1333;1;552;72.93;0;1333.33;552;Partenaire;1333.33;552;Partenaire
ID_120478164226;0;39;F;Marié;Locataire;1066.67;1;0;2;1907;1;236;79.60;0;1106.53;2009;Partenaire;800.00;333;Partenaire
ID_120482508481;0;42;M;Marié;Propriétaire;3333.33;1;0;4;5333;1;1019;2040.00;1;1733.33;6270;Partenaire;933.20;326;Partenaire
ID_120482736042;0;47;F;Célibataire;;;1;0;6;8533;2;6269;213.35;3;400.00;5110;Partenaire;1333.33;108;Mailing
ID_120483762371;0;58;M;Célibataire;Locataire;1866.67;0;0;1;1333;1;1300;46.00;3;1333.33;301;Partenaire;1333.33;301;Partenaire
